date;stroke
2019-01-29 10:50:08,773;down
2019-01-29 10:50:09,107;down
2019-01-29 10:50:09,601;down
2019-01-29 10:50:09,651;down
2019-01-29 10:50:09,673;down
2019-01-29 10:50:09,706;down
2019-01-29 10:50:09,737;down
2019-01-29 10:50:09,770;down
2019-01-29 10:50:09,801;down
2019-01-29 10:50:09,833;down
2019-01-29 10:50:09,865;down
2019-01-29 10:50:09,897;down
2019-01-29 10:50:09,929;down
2019-01-29 10:50:10,311;down
2019-01-29 10:50:10,807;down
2019-01-29 10:50:12,068;down
2019-01-29 10:50:13,263;down
2019-01-29 10:50:13,760;down
2019-01-29 10:50:14,713;down
2019-01-29 10:50:15,213;down
2019-01-29 10:50:15,245;down
2019-01-29 10:50:15,277;down
2019-01-29 10:50:15,309;down
2019-01-29 10:50:15,341;down
2019-01-29 10:50:15,373;down
2019-01-29 10:50:15,405;down
2019-01-29 10:50:15,568;down
2019-01-29 10:50:16,069;down
2019-01-29 10:50:16,100;down
2019-01-29 10:50:16,132;down
2019-01-29 10:50:16,164;down
2019-01-29 10:50:16,195;down
2019-01-29 10:50:16,514;down
2019-01-29 10:50:17,010;down
2019-01-29 10:50:17,042;down
2019-01-29 10:50:17,074;down
2019-01-29 10:50:17,107;down
2019-01-29 10:50:17,138;down
2019-01-29 10:50:17,171;down
2019-01-29 10:50:17,202;down
2019-01-29 10:50:17,234;down
2019-01-29 10:50:17,267;down
2019-01-29 10:50:17,298;down
2019-01-29 10:50:17,619;down
2019-01-29 10:50:18,125;down
2019-01-29 10:50:18,157;down
2019-01-29 10:50:18,189;down
2019-01-29 10:50:18,221;down
2019-01-29 10:50:18,253;down
2019-01-29 10:50:18,286;down
2019-01-29 10:50:18,316;down
2019-01-29 10:50:18,349;down
2019-01-29 10:50:18,380;down
2019-01-29 10:50:18,413;down
2019-01-29 10:50:18,444;down
2019-01-29 10:50:18,477;down
2019-01-29 10:50:18,508;down
2019-01-29 10:50:18,540;down
2019-01-29 10:50:18,919;down
2019-01-29 10:50:19,410;down
2019-01-29 10:50:19,451;down
2019-01-29 10:50:19,483;down
2019-01-29 10:50:19,515;down
2019-01-29 10:50:19,547;down
2019-01-29 10:50:19,579;down
2019-01-29 10:50:19,611;down
2019-01-29 10:50:19,643;down
2019-01-29 10:50:19,674;down
2019-01-29 10:50:19,707;down
2019-01-29 10:50:19,738;down
2019-01-29 10:50:19,770;down
2019-01-29 10:50:19,803;down
2019-01-29 10:50:19,834;down
2019-01-29 10:50:19,868;down
2019-01-29 10:50:20,690;down
2019-01-29 10:50:21,180;down
