date ; stroke
2019-01-29 22:40:06,211 ; right
2019-01-29 22:40:06,522 ; right
2019-01-29 22:40:06,715 ; right
2019-01-29 22:40:07,418 ; left
2019-01-29 22:40:11,611 ; right
2019-01-29 22:40:14,266 ; cmd
2019-01-29 22:40:14,402 ; ctrl+c
2019-01-29 22:40:16,786 ; enter
2019-01-29 22:40:17,156 ; cmd
2019-01-29 22:40:17,234 ; crtl+v
2019-01-29 22:40:17,650 ; enter
2019-01-29 22:40:17,778 ; cmd
2019-01-29 22:40:17,834 ; crtl+v
2019-01-29 22:40:20,739 ; backspace
2019-01-29 22:40:20,923 ; shift_r
2019-01-29 22:40:21,019 ; b
2019-01-29 22:40:23,723 ; backspace
2019-01-29 22:40:23,954 ; shift_r
2019-01-29 22:40:24,171 ; v
2019-01-29 22:40:24,843 ; down
2019-01-29 22:40:25,267 ; backspace
2019-01-29 22:40:25,498 ; shift_r
2019-01-29 22:40:25,627 ; b
2019-01-29 22:40:27,930 ; backspace
2019-01-29 22:40:28,146 ; shift_r
2019-01-29 22:40:28,267 ; v
2019-01-29 22:40:28,675 ; down
2019-01-29 22:40:29,819 ; up
2019-01-29 22:40:30,298 ; backspace
2019-01-29 22:40:30,459 ; backspace
2019-01-29 22:40:30,683 ; shift_r
2019-01-29 22:40:30,802 ; v
2019-01-29 22:40:31,427 ; down
2019-01-29 22:40:31,706 ; backspace
2019-01-29 22:40:31,979 ; shift_r
2019-01-29 22:40:32,330 ; b
2019-01-29 22:40:35,122 ; enter
2019-01-29 22:40:35,962 ; up
2019-01-29 22:40:37,899 ; r
2019-01-29 22:40:38,067 ; h
2019-01-29 22:40:38,330 ; o
2019-01-29 22:40:38,674 ; space
2019-01-29 22:40:38,850 ; =
2019-01-29 22:40:38,914 ; space
2019-01-29 22:40:39,099 ; shift_r
2019-01-29 22:40:40,571 ; ;
2019-01-29 22:40:40,834 ; enter
2019-01-29 22:40:42,034 ; a
2019-01-29 22:40:42,155 ; l
2019-01-29 22:40:42,315 ; p
2019-01-29 22:40:42,483 ; h
2019-01-29 22:40:42,675 ; a
2019-01-29 22:40:42,851 ; =
2019-01-29 22:40:42,890 ; space
2019-01-29 22:40:43,250 ; shift_r
2019-01-29 22:40:44,026 ; left
2019-01-29 22:40:44,218 ; left
2019-01-29 22:40:44,434 ; space
2019-01-29 22:40:44,539 ; right
2019-01-29 22:40:44,818 ; right
2019-01-29 22:40:45,490 ; shift_r
2019-01-29 22:40:46,202 ; ;
2019-01-29 22:40:46,466 ; (
2019-01-29 22:40:47,466 ; ;
2019-01-29 22:40:47,778 ; enter
2019-01-29 22:40:51,282 ; n
2019-01-29 22:40:51,410 ; shift_r
2019-01-29 22:40:51,538 ; -
2019-01-29 22:40:52,052 ; i
2019-01-29 22:40:52,202 ; t
2019-01-29 22:40:52,322 ; e
2019-01-29 22:40:52,426 ; r
2019-01-29 22:40:52,690 ; space
2019-01-29 22:40:52,795 ; =
2019-01-29 22:40:52,938 ; space
