date ; stroke
2019-02-03 17:59:10,273 ; space
2019-02-03 17:59:10,385 ; d
2019-02-03 17:59:10,533 ; e
2019-02-03 17:59:10,720 ; s
2019-02-03 17:59:10,810 ; space
2019-02-03 17:59:10,940 ; s
2019-02-03 17:59:11,137 ; c
2019-02-03 17:59:11,291 ; i
2019-02-03 17:59:11,438 ; e
2019-02-03 17:59:11,555 ; n
2019-02-03 17:59:11,662 ; c
2019-02-03 17:59:11,738 ; e
2019-02-03 17:59:11,946 ; s
2019-02-03 17:59:12,036 ; space
2019-02-03 17:59:12,765 ; p
2019-02-03 17:59:12,810 ; o
2019-02-03 17:59:12,926 ; u
2019-02-03 17:59:12,994 ; r
2019-02-03 17:59:13,129 ; space
2019-02-03 17:59:20,500 ; p
2019-02-03 17:59:20,577 ; r
2019-02-03 17:59:20,848 ; c
2019-02-03 17:59:20,952 ; i
2019-02-03 17:59:21,065 ; s
2019-02-03 17:59:21,228 ; e
2019-02-03 17:59:21,286 ; r
2019-02-03 17:59:21,416 ; space
2019-02-03 17:59:24,819 ; l
2019-02-03 17:59:24,964 ; a
2019-02-03 17:59:25,058 ; space
2019-02-03 17:59:25,237 ; n
2019-02-03 17:59:25,317 ; a
2019-02-03 17:59:25,520 ; t
2019-02-03 17:59:25,619 ; u
2019-02-03 17:59:25,704 ; r
2019-02-03 17:59:25,767 ; e
2019-02-03 17:59:25,825 ; space
2019-02-03 17:59:25,979 ; d
2019-02-03 17:59:26,122 ; e
2019-02-03 17:59:26,180 ; space
2019-02-03 17:59:26,327 ; l
2019-02-03 17:59:26,399 ; '
2019-02-03 17:59:26,520 ; o
2019-02-03 17:59:26,627 ; b
2019-02-03 17:59:26,818 ; j
2019-02-03 17:59:26,914 ; e
2019-02-03 17:59:27,070 ; t
2019-02-03 17:59:27,152 ; space
2019-02-03 17:59:27,322 ; d
2019-02-03 17:59:27,458 ; e
2019-02-03 17:59:27,543 ; space
2019-02-03 17:59:27,698 ; l
2019-02-03 17:59:27,752 ; '
2019-02-03 17:59:27,842 ; h
2019-02-03 17:59:27,909 ; i
2019-02-03 17:59:28,051 ; s
2019-02-03 17:59:28,242 ; t
2019-02-03 17:59:28,318 ; o
2019-02-03 17:59:28,377 ; i
2019-02-03 17:59:28,426 ; r
2019-02-03 17:59:28,485 ; e
2019-02-03 17:59:28,574 ; space
2019-02-03 17:59:28,682 ; d
2019-02-03 17:59:28,821 ; e
2019-02-03 17:59:28,983 ; s
2019-02-03 17:59:29,041 ; space
2019-02-03 17:59:29,130 ; s
2019-02-03 17:59:29,271 ; c
2019-02-03 17:59:29,379 ; i
2019-02-03 17:59:29,476 ; e
2019-02-03 17:59:29,575 ; n
2019-02-03 17:59:29,665 ; c
2019-02-03 17:59:29,687 ; e
2019-02-03 17:59:29,863 ; s
2019-02-03 17:59:30,503 ; .
2019-02-03 18:00:54,810 ; g
2019-02-03 18:00:54,850 ; i
2019-02-03 18:00:54,954 ; t
2019-02-03 18:00:55,771 ; down
2019-02-03 18:00:57,818 ; down
2019-02-03 18:00:57,953 ; down
2019-02-03 18:00:58,471 ; up
2019-02-03 18:00:58,623 ; up
2019-02-03 18:00:58,746 ; up
2019-02-03 18:00:59,060 ; enter
2019-02-03 18:01:24,273 ; ctrl_l
